replicate,family_separation
939,-0.008103666126456022
940,0.00499722001620289
941,-0.017398301882838814
942,-0.003958898989722279
943,-0.013430503001310053
944,-0.03017409916038319
945,-0.021567465307608655
946,-0.006678690464077278
947,-0.024166519974385833
948,-0.05633439320907252
949,-0.0406276435946226
950,-0.037096986571580844
951,-0.011266357786159795
952,0.008289415627325353
953,-0.04983021427979261
954,-0.0389273964611524
955,-0.008920395746069981
956,0.006203962618694214
957,-0.0025813930203003738
958,0.005316068468334108
959,-0.012883959743940528
960,-0.012665608429423963
961,-0.017726568663733618
962,-0.0027405489699523222
963,0.004779728491592979
964,-0.015557863377488719
965,-0.005908461809425648
966,-0.023853858907786643
967,0.008218602973665036
968,-0.0053683963189084735
969,-0.015449131604538056
970,-0.03688810539928438
971,-0.018103261117486336
972,-0.03803430546819106
973,0.0009597453115348445
974,0.00560572073860869
975,-0.024503138006854226
976,-0.01689140670284031
977,-0.0332299816582019
978,-0.00313063674080382
979,-0.007488526331636602
980,-0.03464421238129103
981,-0.015978573668243026
982,0.026386078000303126
983,-0.011286465123430116
984,-0.04333243621580231
985,-0.025184838739968206
986,-0.022296669022995427
987,-0.027560190606510118
988,-0.03157508458656912
989,-0.026586705757952196
990,-0.00890108318448208
991,-0.0302844244113383
992,-0.007035478452564463
993,-0.03376493643892735
994,-0.024344870673722693
995,-0.01566051683300572
996,0.008052409767617112
997,-0.01246312084490643
998,-0.03196063465597418
999,-0.021869920182508072
